符合條件商品
資料日期：2023年  8月  9日
策略,	基金財務輸出CSV
序號,	代碼,	商品,	成交,	漲幅%,	總量,	CLOSE,	C_MA20,	VOL,	VOL_MA10,	ROE4,	毛利率,	營益率,	利息倍數,	股本,	市值
執行時間：2023-08-09 19:11 符合檔數(1770)
1694	,8472.TW,夠麻吉,37.4,1.91,4,37.4,37.63,4,9.2,-4.1,76.8,-30.8,-56,2,7
1695	,8473.TW,山林水,29.7,0,17,29.7,29.92,17,30.7,0.8,13,7.7,0,15,44
1696	,8476.TW,台境,67.7,-0.44,131,67.7,67.95,131,294.9,3.9,22.3,9.6,38,8,55
1697	,8477.TW,創業家,15.05,-1.31,81,15.05,15.87,81,64.2,-20.9,15.4,-4.7,-127,3,5
1698	,8478.TW,東哥遊艇,486,-4.33,3313,486,564.51,3313,3287.7,39,47.8,37.4,33,9,432
1699	,8481.TW,政伸,53.7,0,7,53.7,54.25,7,12.8,11.5,47.9,21,363,7,36
1700	,8482.TW,商億-KY,66.5,-0.15,9,66.5,67.44,9,6.8,3.3,35.9,11.5,215,11,73
1701	,8488.TW,吉源-KY,18.35,0.55,13,18.35,18.02,13,48.6,-4.4,4.5,-1.2,-0,7,12
1702	,8489.TW,三貝德,23.95,0.42,3,23.95,24.28,3,66.1,5.4,44.9,2.9,6,4,9
1703	,8499.TW,鼎炫-KY,102,0,85,102,101.23,85,37.4,4,41,20.1,114,5,53
1704	,8905.TW,裕國,28.5,0.18,98,28.5,28.54,98,121.8,16.4,18.5,12.7,22,12,34
1705	,8906.TW,花王,16.5,0,38,16.5,15.79,38,29,-13.2,4.7,-22.2,0,3,6
1706	,8908.TW,欣雄,69.7,0,14,69.7,69.3,14,28,10.7,10.5,7,66,26,180
1707	,8916.TW,光隆,54.8,-0.72,265,54.8,55.27,265,315.4,7.1,16.9,7,55,14,82
1708	,8917.TW,欣泰,65.1,-0.91,11,65.1,66.23,11,4.1,16.4,22.7,18.4,1646,16,106
1709	,8921.TW,沈氏,14.25,0.35,7,14.25,14.37,7,2.6,-3.8,8.5,-5,8,5,7
1710	,8923.TW,時報,19.5,-0.51,10,19.5,20.14,10,17.2,1.9,40.9,1.9,77,3,6
1711	,8924.TW,大田,89.5,0.34,163,89.5,91.98,163,213.8,16.2,16.1,6.9,230,8,75
1712	,8926.TW,台汽電,47.05,-2.69,4603,47.05,49.88,4603,3458.8,22.3,15.4,6,13,73,344
1713	,8927.TW,北基,50.2,1.01,1007,50.2,48.9,1007,1065.9,1.3,14.5,0.7,3,29,145
1714	,8928.TW,鉅明,36.5,-0.54,331,36.5,36.84,331,119.4,0.1,12.3,-2.8,25,5,19
1715	,8929.TW,富堡,20.7,0.49,22,20.7,20.86,22,26.2,-10.5,18.6,-13.8,-28,5,10
1716	,8930.TW,青鋼,28.5,-0.18,8179,28.5,24.4,8179,3326.9,20.9,30.5,20.4,24,8,23
1717	,8931.TW,大汽電,49.45,-2.85,449,49.45,55.57,449,224.5,7.4,12.6,6.8,18,12,60
1718	,8932.TW,宏大,71,0,1120,71,69.06,1120,1038.1,2,21.7,3.2,-1,7,47
1719	,8933.TW,愛地雅,10.05,0,264,10.05,10.26,264,464,-8.7,7.8,-5.6,9,30,30
1720	,8935.TW,邦泰,11.95,-1.24,40,11.95,12.19,40,77.6,-5.1,12.4,-4.1,2,9,11
1721	,8936.TW,國統,33.25,-1.63,6108,33.25,36.22,6108,4975.4,10.3,38.2,31.5,15,25,82
1722	,8937.TW,合騏,23.2,0.22,350,23.2,23.46,350,151.9,13.5,19.3,-7.8,3,7,17
1723	,8938.TW,明安,75.6,-1.05,581,75.6,79.98,581,485.1,12.8,14,5.3,55,14,106
1724	,8940.TW,新天地,26.95,-0.92,168,26.95,26.98,168,257.7,29.2,53.5,16.9,3,7,18
1725	,8941.TW,關中,58.2,6.01,135,58.2,55.22,135,30.7,0,0,0,17,3,18
1726	,8942.TW,森鉅,77.5,1.97,1851,77.5,70.8,1851,860.2,24.4,40.5,29.8,23,18,141
1727	,8996.TW,高力,330,2.64,920,330,358.48,920,922.2,24.6,28.6,17,30,9,295
1728	,9802.TW,鈺齊-KY,125,0,464,125,122.38,464,774.3,15.4,21.1,13.3,52,19,239
1729	,9902.TW,台火,12.2,0.41,126,12.2,12.22,126,251.9,2.4,-0.1,-24.5,-697,10,12
1730	,9904.TW,寶成,31,0.98,2993,31,30.78,2993,3143.8,4.7,24,3.1,9,295,914
1731	,9905.TW,大華,24.55,-0.2,90,24.55,24.58,90,142.2,0,0,0,2328,31,75
1732	,9906.TW,欣巴巴,59.6,0,128,59.6,56.41,128,151.4,15.6,25.4,12.2,18,8,50
1733	,9907.TW,統一實,17.25,-1.99,4283,17.25,17.85,4283,1994.7,6.4,11.6,5.4,17,158,272
1734	,9908.TW,大台北,33,-0.3,97,33,32.59,97,121.2,9.5,27.5,20.4,1380,52,170
1735	,9910.TW,豐泰,179,-1.92,2087,179,178.24,2087,2257.8,12.7,18.1,4.8,82,99,1768
1736	,9911.TW,櫻花,63.7,0.47,209,63.7,62.96,209,129,13.8,33.7,12.4,261,22,141
1737	,9912.TW,偉聯,10.5,-0.47,24,10.5,10.64,24,41.3,-9,39.3,-5.5,-4,6,6
1738	,9914.TW,美利達,213.5,0.23,639,213.5,217.38,639,871.6,11.5,17.1,11.5,59,30,638
1739	,9917.TW,中保科,108.5,-0.46,459,108.5,109.6,459,526.8,19,33.1,16.6,48,45,490
1740	,9918.TW,欣天然,40.7,-0.25,8,40.7,41.3,8,9.9,20.1,32.8,20.9,803,18,73
1741	,9919.TW,康那香,19.5,-0.26,1890,19.5,18.98,1890,3350.4,-16,6.6,-11.2,-6,20,38
1742	,9921.TW,巨大,217,-0.91,1039,217,230.53,1039,834.3,13.9,20.8,7,21,39,851
1743	,9924.TW,福興,42.85,0.12,116,42.85,42.81,116,100.5,14.2,19.5,9.2,198,19,81
1744	,9925.TW,新保,40.15,-0.12,146,40.15,39.98,146,274,7.2,36.6,12.8,42,39,156
1745	,9926.TW,新海,53.7,0,0,53.7,53.59,0,7.9,14.2,28.9,22.6,3461,18,96
1746	,9927.TW,泰銘,55.1,-3.16,3769,55.1,51.35,3769,5351.8,21.4,15.9,13.2,230,17,92
1747	,9928.TW,中視,18.45,0.54,12,18.45,18.61,12,27,-17.1,7.6,-13,1,6,11
1748	,9929.TW,秋雨,10.75,1.9,187,10.75,10.18,187,130.8,-1.8,5.5,-5.4,-9,10,11
1749	,9930.TW,中聯資源,52.4,-0.19,112,52.4,51.7,112,114.1,15.2,12.6,9.1,15,25,130
1750	,9931.TW,欣高,41,-0.24,8,41,41.15,8,8.2,9.1,21.1,15.9,293,11,45
1751	,9933.TW,中鼎,40.1,0.12,787,40.1,40.2,787,1124.9,14.1,5,3.1,13,80,322
1752	,9934.TW,成霖,14.1,1.44,2686,14.1,13.53,2686,1037.3,3.4,27.1,-0.3,-3,41,58
1753	,9935.TW,慶豐富,18.6,-1.85,303,18.6,19.24,303,102.9,-5.4,17.1,1.9,5,17,32
1754	,9937.TW,全國,67.1,0.9,15,67.1,66.63,15,73.3,12.5,11.1,3.1,28,31,207
1755	,9938.TW,百和,52.3,-2.24,1742,52.3,53.64,1742,1827.9,1.8,31.3,9.1,10,30,156
1756	,9939.TW,宏全,103,0,931,103,104.58,931,1250.1,13.3,18.5,9.9,17,29,296
1757	,9940.TW,信義,29.15,0.17,162,29.15,28.94,162,225.9,17,28,16.6,12,74,215
1758	,9941.TW,裕融,184,-0.27,736,184,190.31,736,1099.3,19.6,55.2,21.8,592,55,1009
1759	,9942.TW,茂順,139,-0.71,856,139,139.94,856,736,23.6,39.7,26.1,159,8,116
1760	,9943.TW,好樂迪,92.8,3,1096,92.8,88.43,1096,372.4,21.6,52.8,20.8,49,13,116
1761	,9944.TW,新麗,20.85,-0.24,284,20.85,21.06,284,254.9,34.9,28.4,4,20,11,23
1762	,9945.TW,潤泰新,34.85,-0.14,4045,34.85,35.33,4045,4266.1,2,24.4,16.3,17,316,1101
1763	,9946.TW,三發地產,14.25,1.06,403,14.25,13.94,403,153.9,0.2,24.6,2.1,5,33,47
1764	,9949.TW,琉園,13.6,-0.73,54,13.6,14.81,54,245.6,0,0,0,-50,4,6
1765	,9950.TW,萬國通,18.85,1.89,73,18.85,17.89,73,48.1,33,28.4,7,-3,17,32
1766	,9951.TW,皇田,81,-1.1,214,81,79.22,214,401.9,13,26.4,8.4,85,7,61
1767	,9955.TW,佳龍,22.55,-1.74,624,22.55,23.82,624,2518.9,-9.2,-0.2,-11.1,-4,10,23
1768	,9958.TW,世紀鋼,151.5,-3.5,4360,151.5,153,4360,6310.8,-0.3,6.2,2.7,2,24,353
1769	,9960.TW,邁達康,27.55,-2.3,125,27.55,27.04,125,62.6,13,36.5,11.9,31,3,9
1770	,9962.TW,有益,17.9,-2.72,648,17.9,18.43,648,262.8,15,8.7,6,148,9,16
