符合條件商品
資料日期：2023年 12月  1日
策略,	台股輸出
"序號","代碼","商品","成交","漲幅%","總量","總市值(億)","產業",細產業
224	,"1906.TW","寶隆","15.45","0.32","86","23.3","上市造紙",工業用紙,造紙業
225	,"1907.TW","永豐餘","32.75","2.99","4609","543.8","上市造紙",衛生清潔用品,化學工業,控股公司,紙漿,工業用紙,文化用紙,家庭用紙,造紙業
226	,"1909.TW","榮成","15.05","0.33","986","199.8","上市造紙",工業用紙,造紙業
227	,"2002.TW","中鋼","26","-0.76","58835","4091.1","上市鋼鐵",鋼胚,熱軋鋼捲,線材、盤元,條鋼,冷軋鋼捲,鍍鋅鋼捲,棒鋼,鋼板,塗鍍鋼捲,板鋼
228	,"2006.TW","東和鋼鐵","69.5","0.29","641","507.5","上市鋼鐵",鋼筋,條鋼,型鋼,鋼結構
229	,"2007.TW","燁興","10.95","1.86","787","58.1","上市鋼鐵",線材、盤元,不鏽鋼,不鏽鋼線材
230	,"2008.TW","高興昌","21","-0.47","16","40.1","上市鋼鐵",條鋼,鋼管
231	,"2009.TW","第一銅","30.8","1.32","4506","110.8","上市鋼鐵",非鐵金屬,銅
232	,"2010.TW","春源","16.95","0.3","798","109.8","上市鋼鐵",條鋼,鋼結構,鋼剪裁加工,板鋼
233	,"2012.TW","春雨","23.4","0.65","39","70.7","上市鋼鐵",螺絲、螺帽,線材、盤元
234	,"2013.TW","中鋼構","53.3","0.57","22","106.6","上市鋼鐵",條鋼,鋼結構
235	,"2014.TW","中鴻","23.5","0.64","2613","337.4","上市鋼鐵",熱軋鋼捲,冷軋鋼捲,板鋼
236	,"2015.TW","豐興","66.4","0.61","105","386.2","上市鋼鐵",鋼筋,條鋼,型鋼,棒鋼
237	,"2017.TW","官田鋼","14.9","2.05","1242","66.6","上市鋼鐵",螺絲、螺帽,線材、盤元,旅館、餐飲,飯店
238	,"2020.TW","美亞","30.2","0","390","67.2","上市鋼鐵",條鋼,鋼管,不鏽鋼,不鏽鋼剪裁加工,鋼剪裁加工,板鋼
239	,"2022.TW","聚亨","11.85","1.72","505","40","上市鋼鐵",螺絲、螺帽,線材、盤元
240	,"2023.TW","燁輝","16.95","2.11","2416","333.2","上市鋼鐵",鍍鋅鋼捲,烤漆鋼捲,板鋼
241	,"2024.TW","志聯","20.65","-0.24","12","20.1","上市鋼鐵",線材、盤元,條鋼,棒鋼
242	,"2025.TW","千興","7.66","-0.39","565","21.5","上市鋼鐵",不鏽鋼,冷軋不鏽鋼
243	,"2027.TW","大成鋼","38.85","0.52","11234","945.7","上市鋼鐵",螺絲、螺帽,線材、盤元,不鏽鋼,不鏽鋼品,不鏽鋼管,非鐵金屬,鋁
244	,"2028.TW","威致","24.3","0.62","108","79.1","上市鋼鐵",鋼胚,鋼筋,條鋼,板鋼
245	,"2029.TW","盛餘","28.45","0.53","514","91.4","上市鋼鐵",鍍鋅鋼捲,烤漆鋼捲,板鋼
246	,"2030.TW","彰源","18.9","0.8","351","53","上市鋼鐵",不鏽鋼,不鏽鋼剪裁加工,不鏽鋼管
247	,"2031.TW","新光鋼","50.2","0.6","1730","161.2","上市鋼鐵",鋼剪裁加工,板鋼
248	,"2032.TW","新鋼","16.15","0.94","79","21.1","上市鋼鐵",不鏽鋼,不鏽鋼剪裁加工
249	,"2033.TW","佳大","15.1","0","33","12.2","上市鋼鐵",線材、盤元
250	,"2034.TW","允強","27","0","393","120.8","上市鋼鐵",不鏽鋼,不鏽鋼剪裁加工,不鏽鋼管
251	,"2035.TW","唐榮","33.4","-1.04","6","116.9","上櫃鋼鐵",資產股,不鏽鋼,冷軋不鏽鋼,熱軋不鏽鋼
252	,"2038.TW","海光","18.2","0.28","213","34.6","上市鋼鐵",鋼筋,條鋼
253	,"2049.TW","上銀","227.5","-0.44","937","804.9","上市電機機械",軸承／滑軌,機械
254	,"2059.TW","川湖","884","1.26","873","842.4","上市電子零組件",其他電子零件,電子零件元件
255	,"2061.TW","風青","16.8","9.8","320","7.9","上櫃電器電纜",電線電纜,漆包線
256	,"2062.TW","橋椿","24.55","0.41","105","49.1","上市居家生活",家居用品,水龍頭
257	,"2063.TW","世鎧","57.9","1.58","198","28.7","上櫃鋼鐵",螺絲、螺帽,線材、盤元,不鏽鋼,不鏽鋼緊固件,不鏽鋼線材
258	,"2064.TW","晉椿","16.15","-0.62","22","11.2","上櫃鋼鐵",線材、盤元,條鋼,棒鋼
259	,"2065.TW","世豐","60.6","0.17","56","31.8","上櫃鋼鐵",螺絲、螺帽,線材、盤元
260	,"2066.TW","世德","94.4","-1.26","322","39.6","上櫃電機機械",螺絲、螺帽,線材、盤元
261	,"2067.TW","嘉鋼","13.1","0.77","4","5.9","上櫃電機機械",機械零組件,機械
262	,"2069.TW","運錩","16.35","0.31","89","27.2","上市鋼鐵",不鏽鋼,不鏽鋼剪裁加工
263	,"2070.TW","精湛","30","0","14","10.7","上櫃電機機械",設備儀器廠商
264	,"2073.TW","雄順","29.1","-0.34","25","8","上櫃鋼鐵",線材、盤元
265	,"2101.TW","南港","38.8","-0.13","580","323.6","上市橡膠",輪胎,橡膠工業,資產股
266	,"2102.TW","泰豐","18.1","-1.36","615","85.7","上市橡膠",輪胎,橡膠工業,資產股
267	,"2103.TW","台橡","24","0","315","198.2","上市橡膠",合成橡膠,熱可塑橡膠,橡膠工業
268	,"2104.TW","國際中橡","19.85","0.76","1039","195.5","上市橡膠",碳煙,橡膠工業,醫藥產業,生物製劑
269	,"2105.TW","正新","46.5","-1.17","5795","1507.3","上市橡膠",輪胎,橡膠製品,橡膠工業
270	,"2106.TW","建大","31.6","-0.32","620","301.7","上市橡膠",輪胎,橡膠製品,橡膠工業
271	,"2107.TW","厚生","23.6","0.64","191","71.6","上市橡膠",橡膠製品,橡膠工業,塑膠皮布,石化業,資產股,倉儲/貨櫃場,運輸事業,營建,地產
272	,"2108.TW","南帝","38.3","0.26","618","188.6","上市橡膠",合成橡膠,熱可塑橡膠,乳膠相關,橡膠工業
273	,"2109.TW","華豐","14.55","-0.34","388","40.6","上市橡膠",輪胎,橡膠製品,橡膠工業
274	,"2114.TW","鑫永銓","107","0.94","11","83.5","上市橡膠",橡膠製品,橡膠工業
275	,"2115.TW","六暉-KY","30","0.33","44","29.8","上市汽車",汽機車零組件,輪圈
276	,"2201.TW","裕隆","77.1","0.26","3023","825","上市汽車",汽車製造,汽車銷售,汽機車零組件,車輛整車,資產股
277	,"2204.TW","中華","104.5","2.96","5646","578.5","上市汽車",汽車製造,電動機車,汽車銷售,汽機車零組件,機車零組件,車輛整車,客貨車輛相關
278	,"2206.TW","三陽工業","73.8","1.37","3047","588.5","上市汽車",汽車製造,電動機車,汽車銷售,機車,車輛整車,資產股
279	,"2207.TW","和泰車","695","-2.11","245","3871.8","上市汽車",汽車銷售,汽車服務相關,汽機車零組件,車輛整車
280	,"2208.TW","台船","21.6","-0.23","825","201.6","上市航運業",造船,機械
281	,"2211.TW","長榮鋼","83.4","2.71","2422","347.9","上市鋼鐵",傳產其他,回收、焚化相關,條鋼,鋼結構
282	,"2221.TW","大甲","35.9","0.28","19","15.2","上櫃其他",不鏽鋼,不鏽鋼品
283	,"2227.TW","裕日車","191","0.53","2","573","上市汽車",汽車銷售,汽機車零組件,車輛整車
284	,"2228.TW","劍麟","95.8","1.27","233","72.6","上市汽車",汽機車零組件,汽車內裝,安全氣囊,傳產其他
285	,"2230.TW","泰茂","157.5","2.94","1063","76.5","上櫃電機機械",汽機車零組件,引擎相關,活塞,旅館、餐飲,餐飲
286	,"2231.TW","為升","139.5","0.36","744","196.6","上市汽車",車用電子,胎壓監測系統,倒車雷達
287	,"2233.TW","宇隆","150","0.67","312","90.4","上市汽車",汽機車零組件,傳產其他,金屬加工/製品
288	,"2235.TW","謚源","44","0.69","19","15.8","上櫃電機機械",汽機車零組件,車用冷卻系統
289	,"2236.TW","百達-KY","78.7","0.13","533","38.8","上市汽車",汽機車零組件
290	,"2239.TW","英利-KY","63.1","2.1","2166","75.9","上市汽車",汽機車零組件,車用金屬成型,車用沖壓件
291	,"2241.TW","艾姆勒","33.1","0","522","34.6","上市汽車",汽機車零組件
292	,"2243.TW","宏旭-KY","18.6","1.36","185","12.9","上市汽車",汽機車零組件
293	,"2247.TW","汎德永業","309","0","44","249.4","上市汽車",汽車銷售,汽車服務相關,車輛整車
294	,"2250.TW","IKKA-KY","87","0.81","82","25.5","上市汽車",汽機車零組件,家電零組件,家電
295	,"2301.TW","光寶科","108","-1.82","17682","2557.8","上市電腦及週邊設備",汽機車零組件,車用電池,車用電子,LED,LED封裝,LED照明產品,電源供應器,無線充電,機殼,電子其他,電子零件元件,鍵盤,光碟機／燒錄機,無線網路設備系統(WLAN),通訊設備,事務機器,週邊產品,光通訊,太陽能,PV Inverter,電腦系統業,光纖被動元件
296	,"2302.TW","麗正","18.45","0.27","240","30.7","上市半導體",分離式元件,二極體,電晶體
297	,"2303.TW","聯電","49.7","1.64","52414","6214.1","上市半導體",專業晶圓代工,IC製造
298	,"2305.TW","全友","23.3","0.65","463","47.9","上市電腦及週邊設備",診斷與監測用醫材,醫學影像裝置,掃瞄器,設備儀器廠商,量測儀器,週邊產品
299	,"2308.TW","台達電","319.5","0.95","4192","8299.1","上市電子零組件",汽機車零組件,車用電池,UPS,車用電子,LED,LED照明產品,電源供應器,變壓器,無線充電,被動元件,晶片電阻,電感,其他電子零件,散熱風扇馬達,電子零件元件,散熱模組,顯示器,投影機,通訊設備,系統整合,軟體業,雲端科技,Internet技術與基礎設施,太陽能,PV Inverter,車用充電相關,機器人,機械,電力設備
300	,"2312.TW","金寶","15.75","0","4093","235.8","上市其他電子",筆記型電腦製造,通訊設備,手機,手機製造,視訊轉換相關,消費性電子產品,週邊產品,印表機,3D印表機,硬碟相關,電子製造服務,電腦系統業
301	,"2313.TW","華通","72.1","-1.64","57474","859.3","上市電子零組件",軟板,印刷電路板,印刷電路板相關
302	,"2314.TW","台揚","37","-0.8","951","93.3","上市通信網路",通訊設備,衛星通訊設備,小型衛星地面站,低雜訊降頻器
303	,"2316.TW","楠梓電","38.1","3.67","3087","69.6","上市電子零組件",印刷電路板,印刷電路板相關,電子製造服務,電腦系統業
304	,"2317.TW","鴻海","100.5","-0.99","27879","13932.3","上市其他電子",電動車,汽車內裝,車輛整車,車用電子,連接器,電子零件元件,桌上型電腦,伺服器,筆記型電腦製造,顯示器,投影機,通訊設備,衛星通訊設備,手機,手機製造,區域網路,雲端科技,Internet技術與基礎設施,視訊轉換相關,遊戲機,平板電腦,語音助理,消費性電子產品,週邊產品,印表機,硬碟相關,電子書閱讀器,穿戴式裝置,電子製造服務,遊戲產業,電腦系統業,家電,液晶電視,機器人,機械
305	,"2321.TW","東訊","15.85","-5.65","41","2.3","上市通信網路",通訊設備,手機產品零售通路,電子通路
306	,"2323.TW","中環","10.95","0.46","4444","119.3","上市光電",非揮發性記憶體,光碟片,IC製造,週邊產品
307	,"2324.TW","仁寶","30.35","-1.78","15010","1337.6","上市電腦及週邊設備",車用電子,伺服器,筆記型電腦製造,顯示器,通訊設備,手機,手機製造,智慧型手機,平板電腦,消費性電子產品,穿戴式裝置,電子製造服務,電腦系統業,家電,液晶電視
308	,"2327.TW","國巨","597","-0.67","2064","2526.2","上市電子零組件",被動元件,MLCC,晶片電阻,電容,電感,鉭質電解電容
309	,"2328.TW","廣宇","35.45","-0.98","1192","183.8","上市電子零組件",連接器,電子零件元件,印刷電路板,印刷電路板相關,連接線材,電子製造服務,電腦系統業
310	,"2329.TW","華泰","64","7.93","138351","355.4","上市半導體",IC封裝,IC測試,IC封裝測試,電子製造服務,電腦系統業
311	,"2330.TW","台積電","579","0.35","28798","150146.7","上市半導體",IC生產,專業晶圓代工,IC製造
312	,"2331.TW","精英","28.8","-0.69","2061","160.5","上市電腦及週邊設備",桌上型電腦,筆記型電腦製造,主機板,平板電腦,消費性電子產品,繪圖卡,電腦系統業
313	,"2332.TW","友訊","20.15","-1.23","10644","121.5","上市通信網路",無線網路設備系統(WLAN),通訊設備,資安設備,網路交換器,消費性電子產品,安全監控系統
314	,"2337.TW","旺宏","28.7","-0.35","4451","532.6","上市半導體",非揮發性記憶體,IC生產,專業晶圓代工,IC製造
315	,"2338.TW","光罩","76.2","-0.91","8388","195.4","上市半導體",光罩,IC製造
316	,"2340.TW","台亞","49.4","-1","2759","187","上市半導體",LED,LED晶粒,LED照明產品,顯示器,數位看板,分離式元件,二極體,電晶體
317	,"2342.TW","茂矽","35.65","-0.83","243","55.7","上市半導體",專業晶圓代工,IC製造
318	,"2344.TW","華邦電","28.1","-0.88","15076","1174.6","上市半導體",非揮發性記憶體,DRAM,IC生產,IC製造
319	,"2345.TW","智邦","536","0.56","1695","3002.4","上市通信網路",無線網路設備系統(WLAN),通訊設備,接取設備,區域網路,網路交換器
320	,"2347.TW","聯強","68.2","-1.02","2991","1137.5","上市電子通路",電腦通路商,IC零組件通路商,其他電子元件代理商,3C通路商,電子通路
321	,"2348.TW","海悅","90","1.93","198","105.4","上市其他",房屋仲介,地產
322	,"2349.TW","錸德","8.29","1.97","1385","57.5","上市光電",光碟片,週邊產品,記憶卡,儲存設備,硬碟相關
323	,"2351.TW","順德","117","-0.85","766","213.1","上市半導體",傳產其他,文具,導線架,封測服務與材料
324	,"2352.TW","佳世達","44.65","2.06","14276","878.2","上市電腦及週邊設備",醫療服務,醫療耗材,診斷與監測用醫材,醫學影像裝置,其他醫療器材,醫療管理服務,顯示器,LCD顯示器,通訊設備,消費性電子產品,工業電腦,安全監控系統,電子製造服務,電腦系統業
325	,"2353.TW","宏碁","34.85","-0.99","41299","1062.2","上市電腦及週邊設備",桌上型電腦,伺服器,筆記型電腦,顯示器,投影機,平板電腦,消費性電子產品,週邊產品,電腦系統業
326	,"2354.TW","鴻準","53.2","-0.19","1945","752.5","上市其他電子",電子零件元件,散熱模組,鎂鋁合金外殼,電子製造服務,電腦系統業
327	,"2355.TW","敬鵬","51.2","4.7","32636","203.5","上市電子零組件",印刷電路板,印刷電路板相關
328	,"2356.TW","英業達","41.95","-1.06","18147","1504.9","上市電腦及週邊設備",生物科技,植物工廠,伺服器,筆記型電腦製造,電子製造服務,電腦系統業
329	,"2357.TW","華碩","388","-1.4","4131","2881.9","上市電腦及週邊設備",桌上型電腦,筆記型電腦,手機,主機板,智慧型手機,繪圖卡,穿戴式裝置,智慧手錶,電腦系統業
330	,"2358.TW","廷鑫","10.75","0.47","832","14.7","上市其他",非鐵金屬,鋁擠型
331	,"2359.TW","所羅門","39.7","-3.41","13423","68.1","上市其他電子",面板業,LCM,其他電子元件代理商,電子通路,軟體業,軟體通路／代理,電機,機器人,機械,電力設備
332	,"2360.TW","致茂","216.5","0.7","1600","920.9","上市其他電子",設備儀器廠商,量測儀器
333	,"2362.TW","藍天","33.4","-0.89","312","211.2","上市電腦及週邊設備",資產股,筆記型電腦製造,電腦系統業,地產,物業投資發展
334	,"2363.TW","矽統","48.3","-0.41","34518","362.1","上市半導體",繪圖IC,IC設計,觸控IC,MEMS
335	,"2364.TW","倫飛","122","1.24","789","37.8","上市電腦及週邊設備",筆記型電腦,工業電腦,電腦系統業
336	,"2365.TW","昆盈","12.3","1.65","1465","27.2","上市電腦及週邊設備",車用電子,行車紀錄器,滑鼠,鍵盤,週邊產品
337	,"2367.TW","燿華","22.2","7.25","61613","148.6","上市電子零組件",印刷電路板,印刷電路板相關
338	,"2368.TW","金像電","229.5","0.66","4319","1128.8","上市電子零組件",印刷電路板,印刷電路板相關
339	,"2369.TW","菱生","24.15","1.05","11420","91.8","上市半導體",IC封裝,IC測試,IC封裝測試
340	,"2371.TW","大同","40.05","-0.74","13102","937","上市電機機械",資產股,系統整合,其他電子元件代理商,電子通路,軟體業,小家電,冷氣機,家電,電線電纜,液晶電視,電機,重型電氣設備,變電設備,電氣開關設備,電氣自控設備,車用充電相關,配電工程,配電盤,變頻器,電力設備
341	,"2373.TW","震旦行","75.5","0.53","14","178.3","上市其他電子",家居用品,辦公室傢俱,電子其他,辦公用品設備
342	,"2374.TW","佳能","26.45","-1.49","1898","76","上市光電",數位相機,數位相機組裝,光學鏡片/頭,手機相機模組,手機零組件
343	,"2375.TW","凱美","75.9","0.26","1163","82.5","上市電子零組件",被動元件,晶片電阻,鋁質電解電容
344	,"2376.TW","技嘉","246","-1.6","14565","1563.8","上市電腦及週邊設備",伺服器,筆記型電腦,主機板,週邊產品,繪圖卡,電腦系統業
345	,"2377.TW","微星","185","0.82","6690","1563","上市電腦及週邊設備",桌上型電腦,伺服器,筆記型電腦,主機板,週邊產品,繪圖卡,電腦系統業
346	,"2379.TW","瑞昱","449","-0.11","2171","2302.8","上市半導體",網路卡IC,集線器IC,無線網路IC,IC設計,網路通訊IC,LCD控制IC,PC週邊IC,影音IC,安全監控IC,數位電視IC
347	,"2380.TW","虹光","6.56","-0.61","370","14","上市電腦及週邊設備",電子其他,掃瞄器,事務機器,週邊產品
348	,"2382.TW","廣達","200","-1.48","30376","7725.3","上市電腦及週邊設備",伺服器,筆記型電腦製造,電子製造服務,電腦系統業
349	,"2383.TW","台光電","389","2.37","8863","1295","上市電子零組件",銅箔基板,印刷電路板相關
350	,"2385.TW","群光","161.5","1.25","2738","1227.5","上市電子零組件",電源供應器,電子零件元件,鍵盤,週邊產品
351	,"2387.TW","精元","55.7","0.72","1943","108.8","上市電腦及週邊設備",鍵盤,週邊產品
352	,"2388.TW","威盛","176.5","2.32","26159","879.6","上市半導體",車用電子,CPU,其他IC,IC設計,晶片組,嵌入式晶片,高速傳輸介面IC,顯示器,數位看板
353	,"2390.TW","云辰","17.2","-2.82","3491","33.1","上市其他電子",系統整合,軟體業,消費性電子產品,安全監控系統
354	,"2392.TW","正崴","44.9","1.81","3257","230","上市電子零組件",汽機車零組件,車用電池,電源供應器,連接器,消費用電池,電子零件元件,3C通路商,電子通路,週邊產品,連接線材,工業用電池,電力設備
355	,"2393.TW","億光","47","0.64","1458","208.4","上市光電",LED,LED封裝,紅外線傳輸模組,LED照明產品
356	,"2395.TW","研華","354.5","0.28","509","3037.1","上市電腦及週邊設備",工業電腦,電腦系統業
357	,"2397.TW","友通","66.1","-1.2","37","75.7","上市電腦及週邊設備",工業電腦,電腦系統業
358	,"2399.TW","映泰","23.65","-0.63","1159","42.1","上市電腦及週邊設備",主機板,繪圖卡,電腦系統業
